,title,author,journal,volume,number,pages,year,month,keyword,keyword-plus,abstract
,"Efficient Use of Semidefinite Programming for Selection of Rotamers in Protein Conformations","Burkowski, Forbes and Cheung, Yuen-Lam and Wolkowicz, Henry","INFORMS JOURNAL ON COMPUTING","26","4","748-766","2014","FAL","Protein Structures;Side Chain Positioning;Semidefinite Programming","","Determination of a protein's structure can facilitate an understanding of how the structure changes when that protein combines with other proteins or smaller molecules. In this paper we study a semidefinite programming (SDP) relaxation of the (NP-hard) side chain positioning problem presented in Chazelle et al. [Chazelle B, Kingsford C, Singh M (2004) A semidefinite programming approach to side chain positioning with new rounding strategies. INFORMS J. Comput. 16:380-392]. We show that the Slater constraint qualification (strict feasibility) fails for the SDP relaxation. We then show the advantages of using facial reduction to regularize the SDP. In fact, after applying facial reduction, we have a smaller problem that is more stable both in theory and in practice. We include cutting planes to improve the rounded SDP approximate solutions."
,"An Integer-Programming-Based Approach to the Close-Enough Traveling Salesman Problem","Behdani, Behnam and Smith, J. Cole","INFORMS JOURNAL ON COMPUTING","26","3","415-432","2014","SUM","Close-Enough Traveling Salesman Problem;Geometric Routing Problems;Mixed-Integer Programming;Computational Geometry;Discretization","","W e address a variant of the Euclidean traveling salesman problem known as the close-enough traveling salesman problem (CETSP), where the traveler visits a node if it enters a compact neighborhood set of that node. We formulate a mixed-integer programming model based on a discretization scheme for the problem. Both lower and upper bounds on the optimal CETSP tour length can be derived from the solution of this model, and the quality of the bounds obtained depends on the granularity of the discretization scheme. Our approach first develops valid inequalities that enhance the bound and solvability of this formulation. We then provide two alternative formulations, one that yields an improved lower bound on the optimal CETSP tour length, and one that greatly improves the solvability of the original formulation by recasting it as a two-stage problem amenable to decomposition. Computational results demonstrate the effectiveness of the proposed methods."
,"Domain Adaptation for Sentiment Classification in Light of Multiple Sources","Fang, Fang and Dutta, Kaushik and Datta, Anindya","INFORMS JOURNAL ON COMPUTING","26","3","586-598","2014","SUM","Sentiment Analysis;Business Intelligence;Domain Adaptation","","Sentiment classification is one of the most extensively studied problems in sentiment analysis, and supervised learning methods, which require labeled data for training, have been proven quite effective. However, supervised methods assume that the training domain and the testing domain share the same distribution; otherwise, accuracy drops dramatically. Although this does not pose problems when training data are readily available, in some circumstances, labeled data is quite expensive to acquire. For instance, if we want to detect sentiment from Tweets or Facebook comments, the only way to acquire is to manually label it, and this is prohibitively burdensome and time-consuming. In this paper, we propose a hybrid approach that integrates the sentiment information from source-domain labeled data and a set of preselected sentiment words to solve this problem. The experimental results suggest that our method statistically outperforms the state of the art and even, in some cases, surpasses the in-domain gold standard."
,"An Approximation Algorithm for the Continuous k-Medians Problem in a Convex Polygon","Carlsson, John Gunnar and Jia, Fan and Li, Ying","INFORMS JOURNAL ON COMPUTING","26","2","280-289","2014","SPR","Approximation Algorithms;Geometric Algorithms;Continuous Location Theory","","We give a fast and simple factor 2.74 approximation algorithm for the problem of choosing the k medians of the continuum of demand points defined by a convex polygon C. Our algorithm first surrounds the input region with a bounding box, then subdivides the bounding box into subregions with equal area. Simulation results on the convex hulls of the 50 states in the United States show that the practical performance of our algorithm is within 10% of the optimal solution in the vast majority of cases."
,"Discovery of Online Shopping Patterns Across Websites","Yang, Yinghui (Catherine) and Liu, Hongyan and Cai, Yuanjue","INFORMS JOURNAL ON COMPUTING","25","1","161-176","2013","WIN","Data Mining;E-Commerce;Analysis Of Algorithms","","In the online world, customers can easily navigate to different online stores to make purchases. The products purchased on one site are often associated with product purchases on other sites (e.g., a hotel reservation on one site and a car rental on another site). Whereas market basket analysis is often used to discover associations among products for brick-and-mortar stores, it is rarely applied in the online setting where consumers navigate among different online stores to buy products. We define online shopping patterns and develop two novel methods to perform market basket analysis across websites. While this research is motivated by online shopping applications, our contribution is mainly methodological. The two methods we develop in this paper can not only be used to identify various online shopping patterns across sites and products but can also be applied to settings where patterns exist across different dimensions. Experiments on both synthetic data and real online shopping data demonstrate the effectiveness of our methods."
,"Construction of Risk-Averse Enhanced Index Funds","Lejeune, Miguel A. and Samatli-Pac, Gulay","INFORMS JOURNAL ON COMPUTING","25","4","701-719","2013","FAL","Stochastic Programming;Enhanced Index Fund;Risk Aversion;Outer Approximation","","We propose a partial replication strategy to construct risk-averse enhanced index funds. Our model takes into account the parameter estimation risk by defining the asset returns and the return covariance terms as random variables. The variance of the index fund return is required to be below a low-risk threshold with a large probability, thereby limiting the market risk exposure of the investors. The resulting stochastic integer problem is reformulated through the derivation of a deterministic equivalent for the risk constraint and the use of a block decomposition technique. We develop an exact outer approximation method based on the relaxation of some binary restrictions and the reformulation of the cardinality constraint. The method provides a hierarchical organization of the computations with expanding sets of integer-restricted variables and outperforms the Bonmin and the CPLEX solvers. The method can solve large instances (up to 1,000 securities), converges fast, scales well, and is general enough to be applicable to problems with buy-in-threshold constraints."
,"An Algorithm for Fitting Heavy-Tailed Distributions via Generalized Hyperexponentials","Yu, Kaiqi and Huang, Mei-Ling and Brill, Percy H.","INFORMS JOURNAL ON COMPUTING","24","1","42-52","2012","WIN","Fitting Algorithm;Heavy-Tailed Distribution;Generalized Hyperexponential Distribution;Hyperexponential Distribution","","In this paper, we propose an algorithm to fit heavy-tailed (HT) distribution functions by generalized hyperexponential (GH) distribution functions. A discussion of the steps, usage, and accuracy of the GH algorithm is given. Several examples in this paper show that the proposed method can be applied to fit HT distributions with a completely monotone probability density function (pdf) very well, like the Pareto distribution and the Weibull distribution with the shape parameter less than one, as well as HT distributions whose pdf is not completely monotone, like the lognormal distribution. In addition, we provide an example that shows that the proposed method can be applied to density estimation of real data presenting a heavy tail."
,"C-NORTA: A Rejection Procedure for Sampling from the Tail of Bivariate NORTA Distributions","Ghosh, Soumyadip and Pasupathy, Raghu","INFORMS JOURNAL ON COMPUTING","24","2","295-310","2012","SPR","Statistics;Simulation;Random Variable Generation;Multivariate Distribution;Correlation","","We propose C-NORTA, an exact algorithm to generate random variates from the tail of a bivariate NORTA random vector. (A NORTA random vector is specified by a pair of marginals and a rank or product-moment correlation, and it is sampled using the popular NORmal-To-Anything procedure.) We first demonstrate that a rejection-based adaptation of NORTA on such constrained random vector generation problems may often be fundamentally intractable. We then develop the C-NORTA algorithm, relying on strategic conditioning of the NORTA vector, followed by efficient approximation and acceptance/rejection steps. We show that, in a certain precise asymptotic sense, the sampling efficiency of C-NORTA is exponentially larger than what is achievable through a naive application of NORTA. Furthermore, for at least a certain class of problems, we show that the acceptance probability within C-NORTA decays only linearly with respect to a defined rarity parameter. The corresponding decay rate achievable through a naive adaptation of NORTA is exponential. We provide directives for efficient implementation."
,"Dynamic Programming-Based Column Generation on Time-Expanded Networks: Application to the Dial-a-Flight Problem","Engineer, Faramroze G. and Nemhauser, George L. and Savelsbergh, Martin W. P.","INFORMS JOURNAL ON COMPUTING","23","1","105-119","2011","WIN","Dynamic Programming;Column Generation;Time-Expanded Networks;Dial-A-Flight","","We present a relaxation-based dynamic programming algorithm for solving resource-constrained shortest-path problems (RCSPPs) in the context of column generation for the dial-a-flight problem. The resulting network formulation and pricing problem require solving RCSPPs on extremely large time-expanded networks having a huge number of local resource constraints, i.e., constraints that apply to small subnetworks. The relaxation-based dynamic programming algorithm alternates between a forward and a backward search. Each search employs bounds derived in the previous search to prune the search space. Between consecutive searches, the relaxation is tightened using a set of critical resources and a set of critical arcs over which these resources are consumed. As a result, a relatively small state space is maintained, and many paths can be pruned while guaranteeing that an optimal path is ultimately found."
,"An agency perspective on service triads: Linking operational and financial performance","Zhang, Jie J. and Lawrence, Benjamin and Anderson, Chris K.","JOURNAL OF OPERATIONS MANAGEMENT","35","SI","56-66","2015","MAY","Service Triads;Customer Satisfaction;Service Outsourcing;Agency Theory;Franchising","","We explore one prolific type of service triad, the franchise triad, involving three primary stakeholders: the franchisor, the franchisee and the customer. In this triad, franchisees use their affiliation with the franchisor's brand to attract customers to their local outlets. In exchange for the right of assuming the identity of the brand, the franchisee pays the franchisor royalties and retains residual profits. Applying Agency Theory, this paper examines the inherent conflict of interests between a principal (i.e., franchisor) that controls and manages brand equity as a shared resource and an agent (i.e., franchisee) that retains pricing right and profits from the identity of the brand by interacting directly with customers. We empirically isolate the effect of triad structure on outlet performance by matching two unique datasets. One set of data captures operational performance in the form of aggregated online review scores and the other financial performance including average daily hotel rate and revenue per available room. We find that franchisees charge higher prices than their corporate counterparts even when controlling for operational performance. Even though franchisees charge higher prices they maintain similar financial performance in terms of revenue per available room. These results suggest that the triad structure plays a significant role in franchisees' ability to free-ride on shared brand equity and have important managerial implications for effective outsourcing, contract design and performance evaluation for a wide range of service industries. (C) 2014 Elsevier B.V. All rights reserved."
,"The Impact of a Target on Newsvendor Decisions","Chen, Lucy Gongtao and Long, Daniel Zhuoyu and Perakis, Georgia","M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT","17","1","78-86","2015","WIN","Newsvendor;Risk Measure;Target Profit","","Goal achieving is a commonly observed phenomenon in practice, and it plays an important role in decision making. In this paper, we investigate the impact of a target on newsvendor decisions. We take into account the risk and model the effect of a target by maximizing the satisficing measure of a newsvendor's profit with respect to that target. We study two satisficing measures: (i) conditional value at risk (CVaR) satisficing measure that evaluates the highest confidence level of CVaR achieving the target; (ii) entropic satisficing measure that assesses the smallest risk tolerance level under which the certainty equivalent for exponential utility function achieves the target. For both satisficing measures, we find that the optimal ordering quantity increases with the target level. We determine an optimal order quantity for a target-based newsvendor and characterize its properties with respect to, for example, product's profit margin."
,"Adaptive Execution: Exploration and Learning of Price Impact","Park, Beomsoo and Van Roy, Benjamin","OPERATIONS RESEARCH","63","5","1058-1076","2015","SEP-OCT","Adaptive Execution;Price Impact;Reinforcement Learning;Regret Bound","","We consider a model in which a trader aims to maximize expected risk-adjusted profit while trading a single security. In our model, each price change is a linear combination of observed factors, impact resulting from the trader's current and prior activity, and unpredictable random effects. The trader must learn coefficients of a price impact model while trading. We propose a new method for simultaneous execution and learning-the confidence-triggered regularized adaptive certainty equivalent (CTRACE) policy-and establish a poly-logarithmic finite-time expected regret bound. In addition, we demonstrate via Monte Carlo simulation that CTRACE outperforms the certainty equivalent policy and a recently proposed reinforcement learning algorithm that is designed to explore efficiently in linear-quadratic control problems."
,"An Excursion-Theoretic Approach to Regulator's Bank Reorganization Problem","Egami, Masahiko and Oryu, Tadao","OPERATIONS RESEARCH","63","3","527-539","2015","MAY-JUN","","","The importance of the global financial system cannot be exaggerated. When a large financial institution becomes problematic and is bailed out, that bank is often claimed as too big to fail. On the other hand, to prevent bank's failure, regulatory authorities adopt the Prompt Corrective Action (PCA) against a bank that violates certain criteria, often measured by its leverage ratio. In this article, we provide a framework where one can analyze the cost and effect of PCAs. We model a large bank that has deteriorating assets and regulatory actions attempting to prevent the bank's failure. The model uses the excursion theory of Levy processes and finds an optimal leverage ratio that triggers a PCA. A nice feature includes that it incorporates the fact that social cost associated with PCAs are greatly affected by the size of banks subject to PCAs. In other words, one can see the cost of rescuing a bank that is too big to fail."
,"Kernel Estimation of the Greeks for Options with Discontinuous Payoffs","Liu, Guangwu and Hong, L. Jeff","OPERATIONS RESEARCH","59","1","96-108","2011","JAN-FEB","","","The Greeks are the derivatives (also known as sensitivities) of the option prices with respect to market parameters. They play an important role in financial risk management. Among many Monte Carlo methods of estimating the Greeks, the classical pathwise method requires only the pathwise information that is directly observable from simulation and is generally easier to implement than many other methods. However, the classical pathwise method is generally not applicable to the Greeks of options with discontinuous payoffs and the second-order Greeks. In this paper, we generalize the classical pathwise method to allow discontinuity in the payoffs. We show how to apply the new pathwise method to the first- and second-order Greeks and propose kernel estimators that require little analytical efforts and are very easy to implement. The numerical results show that our estimators work well for practical problems."
,"Robustifying Convex Risk Measures for Linear Portfolios: A Nonparametric Approach","Wozabal, David","OPERATIONS RESEARCH","62","6","1302-1315","2014","NOV-DEC","","","This paper introduces a framework for robustifying convex, law invariant risk measures. The robustified risk measures are defined as the worst case portfolio risk over neighborhoods of a reference probability measure, which represent the investors' beliefs about the distribution of future asset losses. It is shown that under mild conditions, the infinite dimensional optimization problem of finding the worst-case risk can be solved analytically and closed-form expressions for the robust risk measures are obtained. Using these results, robust versions of several risk measures including the standard deviation, the Conditional Value-at-Risk, and the general class of distortion functionals are derived. The resulting robust risk measures are convex and can be easily incorporated into portfolio optimization problems, and a numerical study shows that in most cases they perform significantly better out-of-sample than their nonrobust variants in terms of risk, expected losses, and turnover."
,"Judge: Don't Vote!","Balinski, Michel and Laraki, Rida","OPERATIONS RESEARCH","62","3","483-511","2014","MAY-JUN","","","This article argues that the traditional model of the theory of social choice is not a good model and does not lead to acceptable methods of ranking and electing. It presents a more meaningful and realistic model that leads naturally to a method of ranking and electing-majority judgment-that better meets the traditional criteria of what constitutes a good method. It gives descriptions of its successful use in several different practical situations and compares it with other methods including Condorcet's, Borda's, first-past-the-post, and approval voting."
,"An Exact Algorithm for the Capacitated Arc Routing Problem with Deadheading Demand","Bartolini, Enrico and Cordeau, Jean-Francois and Laporte, Gilbert","OPERATIONS RESEARCH","61","2","315-327","2013","MAR-APR","","","We study an extension of the capacitated arc routing problem (CARP) called the capacitated arc routing problem with deadheading demand (CARPDD). This problem extends the classical capacitated arc routing problem by introducing an additional capacity consumption incurred by a vehicle deadheading an edge. It can be used, e.g., to model time or distance constrained arc routing problems. We show that the strongest CARP lower bounds can be weak when directly applied to the CARPDD, and we introduce a new family of valid inequalities shown to significantly strengthen these bounds. We develop an exact algorithm for the CARPDD based on cut-and-column generation and branch and price, and we report extensive computational results on a large set of benchmark instances. The same exact algorithm is also tested on classical CARP benchmark sets and is shown to improve upon the best known exact algorithms for the CARP."
,"Flexible PMP Approach for Large-Size Cell Formation","Goldengorin, Boris and Krushinsky, Dmitry and Slomp, Jannes","OPERATIONS RESEARCH","60","5","1157-1166","2012","SEP-OCT","","","Lately, the problem of cell formation (CF) has gained a lot of attention in the industrial engineering literature. Since it was formulated (more than 50 years ago), the problem has incorporated additional industrial factors and constraints while its solution methods have been constantly improving in terms of the solution quality and CPU times. However, despite all the efforts made, the available solution methods (including those for a popular model based on the p-median problem, PMP) are prone to two major types of errors. The first error (the modeling one) occurs when the intended objective function of the CF (as a rule, verbally formulated) is substituted by the objective function of the PMP. The second error (the algorithmic one) occurs as a direct result of applying a heuristic for solving the PMP. In this paper we show that for instances that make sense in practice, the modeling error induced by the PMP is negligible. We exclude the algorithmic error completely by solving the adjusted pseudo-Boolean formulation of the PMP exactly, which takes less than one second on a general-purpose PC and software. Our experimental study shows that the PMP-based model produces high-quality cells and in most cases outperforms several contemporary approaches."
,"Estimating Primary Demand for Substitutable Products from Sales Transaction Data","Vulcano, Gustavo and van Ryzin, Garrett and Ratliff, Richard","OPERATIONS RESEARCH","60","2","313-334","2012","MAR-APR","","","We propose a method for estimating substitute and lost demand when only sales and product availability data are observable, not all products are displayed in all periods (e.g., due to stockouts or availability controls), and the seller knows its aggregate market share. The model combines a multinomial logit (MNL) choice model with a nonhomogeneous Poisson model of arrivals over multiple periods. Our key idea is to view the problem in terms of primary (or first-choice) demand; that is, the demand that would have been observed if all products had been available in all periods. We then apply the expectation-maximization (EM) method to this model, and we treat the observed demand as an incomplete observation of primary demand. This leads to an efficient, iterative procedure for estimating the parameters of the model. All limit points of the procedure are provably stationary points of the incomplete data log-likelihood function. Every iteration of the algorithm consists of simple, closed-form calculations. We illustrate the effectiveness of the procedure on simulated data and two industry data sets."
,"A Study of Interactions in the Risk Assessment of Complex Engineering Systems: An Application to Space PSA","Borgonovo, E. and Smith, C. L.","OPERATIONS RESEARCH","59","6","1461-1476","2011","NOV-DEC","","","Risk managers are often confronted with the evaluation of operational policies in which two or more system components are simultaneously affected by a change. In these instances, the decision-making process should be informed by the relevance of interactions. However, because of system and model complexity, a rigorous study for determining whether and how interactions quantitatively impact operational choices has not been developed yet. In light of the central role played by the multilinearity of the decision support models, we investigate the presence of interactions in multilinear functions first. We identify interactions that can be a priori excluded from the analysis. We introduce sensitivity measures that apportion the model output change to individual factors and interaction contributions in an exact fashion. The sensitivity measures are linked to graphical representation methods as tornado diagrams and Pareto charts, and a systematic way of inferring managerial insights is presented. We then specialize the findings to reliability and probabilistic safety assessment (PSA) problems. We set forth a procedure for determining the magnitude of changes that make interactions relevant in the analysis. Quantitative results are discussed by application to a PSA model developed at NASA to support decision making in space mission planning and design. Numerical findings show that suboptimal decisions concerning the components on which to focus managerial attention can be made, if the decision-making process is not informed by the relevance of interactions."
,"Fractional Price Matching Policies Arising from the Ocean Freight Service Industry","Lee, Chung-Yee and Tang, Christopher S. and Yin, Rui and An, Jaehyung","PRODUCTION AND OPERATIONS MANAGEMENT","24","7","1118-1134","2015","JUL","Ocean Freight;Fractional Price Matching;Pricing Contracts","","We consider a situation in which shippers (customers) can purchase ocean freight services either directly from a carrier (service provider)in advance or from the spot market just before the departure of an ocean liner. The price is known in the former case, while the spot price is uncertain ex-ante in the latter case. Consequently, some shippers are reluctant to book directly from the carrier in advance unless the carrier is willing to partially match the realized spot price when it is lower than the regular price. This study is an initial attempt to examine if the carrier should bear some of the price risk by offering a fractional price matching contract that can be described as follows. The shipper pays the regular freight price in advance; however, the shipper will get a refund if the realized spot price is below the regular price, where the refund is a fraction of the difference between the regular price and the realized spot price. By modeling the dynamics between the carrier and the shippers as a sequential game, we show that the carrier can use the fractional price matching contract to generate a higher demand from the shippers compared to no price matching contract by increasing the fraction in equilibrium. However, as the carrier increases the fraction, the carrier should increase the regular price to compensate for bearing additional risk. By selecting the fractional price matching contract optimally, we show that the carrier can afford to offer this price matching mechanism without incurring revenue loss: the optimal fractional price matching contract is revenue neutral."
,"Route vs. Segment: An Experiment on Real-Time Travel Information in Congestible Networks","Mak, Vincent and Gisches, Eyran J. and Rapoport, Amnon","PRODUCTION AND OPERATIONS MANAGEMENT","24","6","947-960","2015","JUN","Transportation;Behavioral Operations;Experiments;Game Theory","","We report the results of an experimental study of route choice in congestible networks with a common origin and common destination. In one condition, in each round of play network users independently committed themselves at the origin to a three-segment route; in the other condition, they chose route segments sequentially at each network junction upon receiving en route information. At the end of each round, players received ex-post complete information about the distribution of the route choices. Although the complexity of the network defies analysis by common users, traffic patterns in both conditions converged rapidly to the equilibrium solution. We account for the observed results by a Markov adaptive learning model postulating regret minimization and inertia. We find that subjects' learning behavior was similar across conditions, except that they exhibited more inertia in the condition with en route information."
,"Balancing Revenues and Repair Costs under Partial Information about Product Reliability","Ding, Chao and Rusmevichientong, Paat and Topaloglu, Huseyin","PRODUCTION AND OPERATIONS MANAGEMENT","23","11","1899-1918","2014","NOV","Revenue Management;Reliability;Marketing;Optimal Stopping;Bayesian Learning","","We consider the problem faced by a company selling a product with warranty and under partial information about the product reliability. The product can fail from multiple failure types, each of which is associated with an inherently different repair cost. If the product fails within the warranty duration, then the company is required to pay the repair cost. The company does not know the probabilities associated with different failure types, but it learns the failure probabilities as sales occur and failure information is accumulated. If the failure probabilities turn out to be too high and it becomes costly to fulfill the warranty coverage, then the company may decide to stop selling the product, possibly replacing it with a more reliable alternative. The objective is to decide if and when to stop. By formulating the problem as a dynamic program with Bayesian learning, we establish structural properties of the optimal policy. Since computing the optimal policy is intractable due to the high dimensional state space, we propose two approximation methods. The first method is based on decomposing the problem by failure types and it provides upper bounds on the value functions. The second method provides lower bounds on the value functions and it is based on a deterministic approximation. Computational experiments indicate that the policy from the first method provides noticeable benefits, especially when it is difficult to form good estimates of the failure probabilities quickly."
,"Capacity Planning with Financial and Operational Hedging in Low-Cost Countries","Chen, Lijian and Li, Shanling and Wang, Letian","PRODUCTION AND OPERATIONS MANAGEMENT","23","9","1495-1510","2014","SEP","Operational Hedging;Financial Hedging;Risk Management;Capacity Planning","","The authors of this article outline a capacity planning problem in which a risk-averse firm reserves capacities with potential suppliers that are located in multiple low-cost countries. While demand is uncertain, the firm also faces multi-country foreign currency exposures. This study develops a mean-variance model that maximizes the firm's optimal utility and derives optimal utility and optimal decisions in capacity and financial hedging size. The authors show that when demand and exchange rate risks are perfectly correlated, a risk-averse firm, by using financial hedging, will achieve the same optimal utility as a risk-neutral firm. In this study as well, a special case is examined regarding two suppliers in China and Vietnam. The results show that if a single supplier is contracted, financial hedging most benefits the highly risk-averse firm when the demand and exchange rate are highly negatively related. When only one hedge is used, financial hedging dominates operational hedging only when the firm is very risk averse and the correlation between the two exchange rates have become positive. With both theoretical and numerical results, this study concludes that the two hedges are strategic tools and interact each other to maximize the optimal utility."
