index,title,author,journal,volume,number,pages,year,month,keyword,keyword-plus,abstract
1025,"COMPARING PLS TO REGRESSION AND LISREL: A RESPONSE TO MARCOULIDES, CHIN, AND SAUNDERS","Goodhue, Dale L. and Lewis, William and Thompson, Ron","MIS QUARTERLY","36","3","703-716","2012","SEP","Comparing Statistical Techniques;Partial Least Squares;Structural Equation Modeling;Regression;Monte Carlo Simulation","","In the Foreword to an NHS Quarterly Special Issue on PLS, the senior editors for the special issue noted that they rejected a number of papers because the authors attempted comparisons between results from PLS, multiple regression, and structural equation modeling (Marcoulides et al. 2009). They raised several issues they argued had to be taken into account to have legitimate comparison studies, supporting their position primarily by citing three authors: Dijkstra (1983), McDonald(1996), and Schneeweiss (1993). As researchers interested in conducting comparison studies, we read the Foreword carefully, but found it did not provide clear guidance on how to conduct legitimate comparisons. Nor did our reading of Dijksta, McDonald, and Schneeweiss raise any red flags about dangers in this kind of comparison research. We were concerned that instead of helping researchers to successfully engage in comparison research, the Foreword might end up discouraging that type of work, and might even be used incorrectly to reject legitimate comparison studies. This Issues and Opinions piece addresses the question of why one might conduct comparison studies, and gives an overview of the process of comparison research with a focus on what is required to make those comparisons legitimate. In addition, we explicitly address the issues raised by Marcoulides et al., to explore where they might (or might not) come into play when conducting or evaluating this type of study."
1026,"GENERALIZATION AND INDUCTION: MISCONCEPTIONS, CLARIFICATIONS, AND A CLASSIFICATION OF INDUCTION","Tsang, Eric W. K. and Williams, John N.","MIS QUARTERLY","36","3","729-748","2012","SEP","Research Methodology;Generalization;Generalizability;Induction;Deduction;Statistical Generalization;Statistical Syllogism;Inductive Analogy;Hume'S Problem Of Induction","","In Generalizing Generalizability in Information Systems Research, Lee and Baskerville (2003) try to clarify generalization and classify it into four types. Unfortunately, their account is problematic. We propose repairs. Central among these is our balance-of-evidence argument that we should adopt the view that Hume's problem of induction has a solution, even if we do not know what it is. We build upon this by proposing an alternative classification of induction. There are five types of generalization: (1) theoretical, (2) within-population, (3) cross-population, (4) contextual, and (5) temporal, with theoretical generalization being across the empirical and theoretical levels and the rest within the empirical level. Our classification also includes two kinds of inductive reasoning that do not belong to the domain of generalization. We then discuss the implications of our classification for information systems research."
1027,"CONCEPTUALIZING GENERALIZABILITY: NEW CONTRIBUTIONS AND A REPLY","Lee, Allen S. and Baskerville, Richard L.","MIS QUARTERLY","36","3","749-761","2012","SEP","Research Approach;Philosophical Approach;Philosophy;Reference Theory;Type Of Theory","","Tsang and Williams offer some good and provocative ideas in their critique of our earlier article on generalizing and generalizability. In this essay we will advance some new ideas by building on those collected in both Tsang and Williams and our original article (Lee and Baskerville 2003). Because IS is a pluralist scientific discipline, one in which both qualitative and quantitative (and both interpretive and positivist) research approaches are valued, generalize is unlikely to be a viable term or concept if only one IS research paradigm may lay claim to it and excludes others from using it. Both papers agree on this point, but approach the problem differently. Where we originally generalized generalizability by offering new language, Tsang and Williams conceptualize generalizability by framing it more closely to its older, more statistically oriented form. We agree about the importance of induction and about the classification or taxonomy of different types of induction. We build further in this essay, advancing the ethical questions raised by generalization: A formulation of judgment calls that need to be made when generalizing a theory to a new setting. We further demonstrate how the process of generalizing may actually proceed, based on the common ground between Tsang and Williams and our original article."
1028,"THE ROLES OF THEORY IN CANONICAL ACTION RESEARCH","Davison, Robert M. and Martinsons, Maris G. and Ou, Carol X. J.","MIS QUARTERLY","36","3","763-786","2012","SEP","Canonical Action Research;Instrumental Theory;Focal Theory;Principles And Criteria;Knowledge Management;Knowledge Sharing;Culture;Organizational Change","","Canonical action research (CAR) aims to address real-world problems and improve organizational performance by combining scholarly observations with practical interventions. However, efforts to conduct CAR have revealed challenges that reflect a significant research-practice gap. We examine these challenges by revisiting the process, principles, and criteria of CAR developed earlier. The specific roles of two different types of theory in the cyclical action research process are considered. A project undertaken in two public relations firms illustrates how our methodological revision improves the rigor and quality of CAR. This article contributes both a significantly enhanced action research method, with detailed guidelines and suggestions that emphasize the roles of focal and instrumental theories, and an emerging theory of knowledge sharing that incorporates key elements of Chinese management and culture."
1029,"PRINCIPLES FOR CONDUCTING CRITICAL REALIST CASE STUDY RESEARCH IN INFORMATION SYSTEMS","Wynn, Jr., Donald and Williams, Clay K.","MIS QUARTERLY","36","3","787-810","2012","SEP","Critical Realism;Case Study Research;Methodology;Philosophy;Causal Explanation","","Critical realism is emerging as a viable philosophical paradigm for conducting social science research, and has been proposed as an alternative to the more prevalent paradigms of positivism and interpretivism. Few papers, however, have offered clear guidance for applying this philosophy to actual research methodologies. Under critical realism, a causal explanation for a given phenomenon is inferred by explicitly identifying the means by which structural entities and contextual conditions interact to generate a given set of events. Consistent with this view of causality, we propose a set of methodological principles for conducting and evaluating critical realism-based explanatory case study research within the information systems field. The principles are derived directly from the ontological and epistemological assumptions of critical realism. We demonstrate the utility of each of the principles through examples drawn from existing critical realist case studies. The article concludes by discussing the implications of critical realism based research for IS research and practice."
1030,"HOW TO CONDUCT A FUNCTIONAL MAGNETIC RESONANCE (FMRI) STUDY IN SOCIAL SCIENCE RESEARCH","Dimoka, Angelika","MIS QUARTERLY","36","3","811-840","2012","SEP","Fmri;Decision Neuroscience;Neurois;Brain Imaging","","This research essay outlines a set of guidelines for conducting functional Magnetic Resonance Imaging (fMRI) studies in social science research in general and also, accordingly, in Information Systems research. Given the increased interest in using neuroimaging tools across the social sciences, this study aims at specifying the key steps needed to conduct an fMRI study while ensuring that enough detail is provided to evaluate the methods and results. The outline of an fMRI study consists of four key steps: (1) formulating the research question, (2) designing the fMRI protocol, (3) analyzing fMRI data, and (4) interpreting and reporting fMRI results. These steps are described with an illustrative example of a published fMRI study on trust and distrust in this journal (Dimoka 2010). The paper contributes to the methodological literature by (1) providing a set of guidelines for designing and conducting fMRI studies, (2) specifying methodological details that should be included in fMRI studies in academic venues, and (3) illustrating these practices with an exemplar fMRI study. Future directions for conducting high-quality fMRI studies in the social sciences are discussed."
1031,"BUILDING MEMBER ATTACHMENT IN ONLINE COMMUNITIES: APPLYING THEORIES OF GROUP IDENTITY AND INTERPERSONAL BONDS","Ren, Yuqing and Harper, F. Maxwell and Drenner, Sara and Terveen, Loren and Kiesler, Sara and Riedl, John and Kraut, Robert E.","MIS QUARTERLY","36","3","841-864","2012","SEP","Online Community;Group Identity;Interpersonal Bonds;Attachment;Participation","","Online communities are increasingly important to organizations and the general public, but there is little theoretically based research on what makes some online communities more successful than others. In this article, we apply theory from the field of social psychology to understand how online communities develop member attachment, an important dimension of community success. We implemented and empirically tested two sets of community features for building member attachment by strengthening either group identity or interpersonal bonds. To increase identity-based attachment, we gave members information about group activities and intergroup competition, and tools for group-level communication. To increase bond-based attachment, we gave members information about the activities of individual members and interpersonal similarity, and tools for interpersonal communication. Results from a six-month field experiment show that participants' visit frequency and self-reported attachment increased in both conditions. Community features intended to foster identity-based attachment had stronger effects than features intended to foster bond-based attachment. Participants in the identity condition with access to group profiles and repeated exposure to their group's activities visited their community twice as frequently as participants in other conditions. The new features also had stronger effects on newcomers than on old-timers. This research illustrates how theory from the social science literature can be applied to gain a more systematic understanding of online communities and how theory-inspired features can improve their success."
1032,"A KNOWLEDGE-BASED MODEL OF RADICAL INNOVATION IN SMALL SOFTWARE FIRMS","Carlo, Jessica Luo and Lyytinen, Kalle and Rose, Gregory M.","MIS QUARTERLY","36","3","865-895","2012","SEP","Absorptive Capacity;Knowledge Base Models;Routines;Organization Knowledge Base;It Innovation;Innovation Ecology;Internet Computing;Mediation","","In this paper, we adopt the lens of absorptive capacity (ACAP), defined by two dimensions the-knowledge base (consisting of knowledge diversity, depth, and linkages) and routines (consisting of sensing and experimentation)-to explain how a software firm's knowledge endowments influence its level of radical information technology innovation during a technological breakthrough. We distinguish three types of IT innovations-base, processes, and service innovation-that form an innovation ecology. We posit that (I) ACAP is a relational construct where the impact of the knowledge base is mediated by routines; (2) IT innovations are either externally adopted or internally generated; and (3) knowledge antecedents associated with different types of innovations differ. We hypothesize a three-step, mediated path (knowledge base -> sensing -> experimentation -> innovation) for external innovation adoption, and a two-step path (knowledge diversity/depth -> experimentation -> innovation)for internal innovation creation to explain the software firm's level of radical innovation across three IT innovation types. We validate the model through a cross-sector study that examined how 121 small software firms innovated with Internet computing. We confirm the mediated nature of ACAP for external base innovations, which are driven by all three knowledge-based factors as follows: (1) knowledge depth (direct positive effect); (2) knowledge diversity (mediated three-step path), (3) knowledge linkages (mediated three step path). Process innovations are externally driven by a three-step mediated path fir knowledge linkages, as well as being directly affected by knowledge diversity, but negatively and directly impeded by knowledge depth. Service innovations are not driven by any mediated influence of ACAP, but driven directly by knowledge diversity. At the same time, both service and process innovations are strongly influenced by prior IT innovations: base and/or service. Several directions for future studies of radical IT innovation are proposed."
1033,"INFORMATION TECHNOLOGY IMPLEMENTERS' RESPONSES TO USER RESISTANCE: NATURE AND EFFECTS","Rivard, Suzanne and Lapointe, Liette","MIS QUARTERLY","36","3","897-920","2012","SEP","User Resistance;Information Technology Implementation;Implementers' Response;Theory Building;Case Survey;Set-Theoretic Analysis","","User resistance has long been acknowledged as a critical issue during information technology implementation. Resistance can be functional when it signals the existence of problems with the IT or with its effects; it will be dysfunctional when it leads to organizational disruption. Notwithstanding the nature of resistance, the implementers-business managers, functional managers, or IT professionals-have to address it. Although the literature recognizes the importance of user resistance, it has paid little attention to implementers' responses-and their effect-when resistance occurs. Our study focuses on this phenomenon, and addresses two questions: What are implementers' responses to user resistance? What are the effects of these responses on user resistance? To answer these questions, we conducted a case survey, which combines the richness of case studies with the benefits of analyzing large quantities of data. Our case database includes 89 cases with a total of 137 episodes of resistance. In response to our first research question, we propose a taxonomy that includes four categories of implementers' responses to user resistance: inaction, acknowledgment, rectification, and dissuasion. To answer our second question, we adopted a set-theoretic analysis approach, which we enriched with content analysis of the cases. Based on these analyses, we offer a theoretical explanation of how implementers' responses may affect the antecedents that earlier research found to be associated with user resistance behaviors."
1034,"STANDARDS COMPETITION IN THE PRESENCE OF DIGITAL CONVERSION TECHNOLOGY: AN EMPIRICAL ANALYSIS OF THE FLASH MEMORY CARD MARKET","Liu, Charles Zhechao and Kemerer, Chris F. and Slaughter, Sandra A. and Smith, Michael D.","MIS QUARTERLY","36","3","921-942","2012","SEP","Network Effects;Network Externalities;Standards Competition;Conversion Technologies;Flash Memory;Digital Goods;Market Competition","","Both theoretical and empirical evidence suggest that, in many markets with standards competition, network effects make the strong grow stronger and can tip the market toward a single, winner-take-all standard. We hypothesize, however, that low cost digital conversion technologies, which facilitate easy compatibility across competing standards, may reduce the strength of these network effects. We empirically test our hypotheses in the context of the digital flash memory card market. We first test for the presence of network effects in this market and find that network effects, as measured here, are associated with a significant positive price premium for leading flash memory card formats. We then find that the availability of digital converters reduces the price premium of the leading flash card formats and reduces the overall concentration in the flash memory market. Thus, our results suggest that, in the presence of low cost conversion technologies and digital content, the probability of market dominance can be lessened to the point where multiple, otherwise incompatible, standards are viable. Our conclusion that the presence of converters weakens network effects implies that producers of non-dominant digital goods standards benefit from the provision of conversion technology. Our analysis thus aids managers seeking to understand the impact of converters on market outcomes, and contributes to the existing literature on network effects by providing new insights into how conversion technologies can affect pricing strategies in these increasingly important digital settings."
1035,"A RESEARCH NOTE ON REPRESENTING PART-WHOLE RELATIONS IN CONCEPTUAL MODELING","Allen, Gove N. and March, Salvatore T.","MIS QUARTERLY","36","3","945-964","2012","SEP","Conceptual Modeling;Empirical Research;Ontology;Information Systems Development;Composition;Uml;Entity-Relationship Model","","Empirical research is an important methodology for the study of conceptual modeling practices. The recently published article Representing Part-Whole Relations in Conceptual Modeling: An Empirical Evaluation (Shanks et al. 2008) uses the lens of ontology to study a relatively sophisticated aspect of conceptual modeling practice, the representation of aggregation and composition. It contends that some analysts argue that a composite should be represented as a relationship while others argue that a composite should be represented as an entity. We find no evidence of such a dispute in the data modeling literature. We observe that composites are objects. By definition, all object-types should be represented as entities. Therefore, using the relationship construct to represent composites should not be seen as a viable alternative. Additionally, we found significant conceptual and methodological issues within the study that call its conclusions into question. As a way to offer insight into the requisite methodological procedures for research in this area, we conducted two experiments that both explicate and address the issues raised. Our results call into question the utility of using ontology as a foundation for conceptual modeling practice. Furthermore, they suggest a contrary but at least equally plausible explanation for the results reported by Shanks et al. In conducting this work we hope to encourage dialogue that will be beneficial for future endeavors aimed at identifying developing, and evaluating appropriate foundations for the discipline of conceptual modeling."
1036,"THE HOLE IN THE WHOLE: A RESPONSE TO ALLEN AND MARCH","Shanks, Graeme and Weber, Ron","MIS QUARTERLY","36","3","965-980","2012","SEP","Conceptual Modeling;Empirical Research;Ontology;Information Systems Development;Aggregation;Composition;Uml;Entity-Relationship Model","","Allen and March provide a critique of one of our papers in which we argue composites should be represented as entities/objects in a conceptual model rather than relationships/associations (Shanks et al. 2008). They contend we have addressed a non-issue. Furthermore, they argue our theoretical rationale and empirical evidence have flaws. In this paper, we provide a response to their arguments. We show that the issue we address is substantive. We show, also, that our theoretical analysis and empirical results are robust. We find, instead, that Allen and March's theoretical arguments and empirical evidence have flaws."
1037,"DOES PLS HAVE ADVANTAGES FOR SMALL SAMPLE SIZE OR NON-NORMAL DATA?","Goodhue, Dale L. and Lewis, William and Thompson, Ron","MIS QUARTERLY","36","3","981-1001","2012","SEP","Partial Least Squares;Pls;Regression;Structural Equation Modeling;Statistical Power;Small Sample Size;Non-Normal Distributions;Monte Carlo Simulation","","There is a pervasive belief in the MIS research community that PLS has advantages over other techniques when analyzing small sample sizes or data with non-normal distributions. Based on these beliefs, major MIS journals have published studies using PLS with sample sizes that would be deemed unacceptably small if used with other statistical techniques. We used Monte Carlo simulation more extensively than previous research to evaluate PLS, multiple regression, and LISREL in terms of accuracy and statistical power under varying conditions of sample size, normality of the data, number of indicators per construct, reliability of the indicators, and complexity of the research model. We found that PLS performed as effectively as the other techniques in detecting actual paths, and not falsely detecting non-existent paths. However, because PLS (like regression) apparently does not compensate for measurement error, PLS and regression were consistently less accurate than LISREL. When used with small sample sizes, PLS, like the other techniques, suffers from increased standard deviations, decreased statistical power,and reduced accuracy. All three techniques were remarkably robust against moderate departures from normality, and equally so. In total, we found that the similarities in results across the three techniques were much stronger than the differences."
1038,"ASSESSING COMMON METHOD BIAS: PROBLEMS WITH THE ULMC TECHNIQUE","Chin, Wynne W. and Thatcher, Jason Bennett and Wright, Ryan T.","MIS QUARTERLY","36","3","1003-1019","2012","SEP","Common Method Bias;Unmeasured Latent Method Construct;Partial Least Squares;Structural Equation Modeling","","Recent work, in journals such as MIS Quarterly and Management Science, has highlighted the importance of evaluating the influence of common method bias (CMB) on the results of statistical analysis. In this research note, we assess the utility of the unmeasured latent method construct (ULMC) approach in partial least squares (PLS), introduced by Liang et al. (2007). Such an assessment of the ULMC approach is important, because it has been employed in 76 studies since it appeared in MIS Quarterly in early 2007. Using data generated via Monte Carlo simulations, we use PLS structural equation modeling (SEM) to demonstrate that the ULMC approach of Liang et al. is neither able to detect, nor control for, common method bias. Method estimates using this approach resulted in negligible estimates, regardless of whether there were some, large, or no method bias introduced in the simulated data. Our study contributes to the IS and research methods literature by illustrating that, and explaining why the ULMC approach does not accurately detect common method bias in PLS. Further, our results build on prior work done using covariance-based SEM questioning the usefulness of the ULMC technique for detecting CMB."
1039,"STYLE COMPOSITION IN ACTION RESEARCH PUBLICATION","Mathiassen, Lars and Chiasson, Mike and Germonprez, Matt","MIS QUARTERLY","36","2","347-363","2012","JUN","Action Research;Research Methodology;Style Composition;Journal Publication","","Examining action research publications in leading Information Systems journals as a particular genre of research communication, we develop the notion of style composition to understand how authors structure their arguments for a research contribution. We define style composition as the activity through which authors select, emphasize, and present elements of their research to establish premises, develop inferences, and present contributions in publications. Drawing on this general notion, we identify a set of styles that is characteristic of how IS action researchers compose their argument. Premise styles relate to the dual goals of action research through practical or theoretical positioning of the argument; inference styles combine insights from the problem-solving and the research cycles through inductive or deductive reasoning; and contribution styles focus on different types of contributions experience report, field study, theoretical development, problem-solving method, and research method. Based on the considered sample, we analyze the styles adopted in selected publications and show that authors have favored certain styles while leaving others underexplored; further, we reveal important strengths and weaknesses in the composition of styles within the IS discipline. Based on these insights, we discuss how action research practices and writing can be improved, as well as how to further develop style compositions to support the publication of engaged scholarship research."
1040,"CAN ONLINE WAIT BE MANAGED? THE EFFECTS OF FILLER INTERFACES AND PRESENTATION MODES ON PERCEIVED WAITING TIME ONLINE","Lee, Younghwa and Chen, Andrew N. K. and Ilie, Virginia","MIS QUARTERLY","36","2","365-394","2012","JUN","Filler Interface;Interface Design;Online Wait Management;Perceived Waiting Time;Cognitive Absorption;Motion Effect;Competition For Attention;Visual Search;Resource Allocation","","Long waits online undermine users' evaluations of Web sites and their providers, triggering abandonment behaviors. Yet e-business researchers and practitioners have not perfected mechanisms to respond to online wait issues. A filler interface that runs during the wait for search results may influence online users perceived waiting time (PWT); however, no scientific investigation has attempted to design effective filler interfaces for managing online waits. By adopting resource allocation theory, cognitive absorption theory, and human computer interaction (HCI) theories (competition for attention, visual search, and motion effect), we design diverse filler interlaces and investigate their effects on antecedents of PWT. The proposed research model considers cognitive absorption factors such as temporal dissociation, focused immersion, and heightened enjoyment as antecedents of PWT, which in turn triggers three outcomes: affective appraisals, cognitive appraisals, and Web site use intention. A multistage, multimethod approach is used to test the research hypotheses. In the first stage, we compare a filler interface condition with a no-filler interface condition, and find the superiority of a filler interface with respect to inducing focused immersion and temporal dissociation. In the second stage, we conduct two controlled experiments to examine whether filler interfaces with various designs (varying the presence and relevance of image. text, and image motion) distinctly influence antecedents of PWT and confirm their distinctive effects on focused immersion, temporal dissociation, and heightened enjoyment. In addition, by conducting a structural equation modeling analysis, we find that our research model explains 51 percent, 51 percent, 44 percent, and 45 percent of the variance in PWT, affective appraisals, cognitive appraisals, and Web site use intention respectively. Theoretical and practical implications of these findings are provided."
1041,"ON PRODUCT UNCERTAINTY IN ONLINE MARKETS: THEORY AND EVIDENCE","Dimoka, Angelika and Hong, Yili and Pavlou, Paul A.","MIS QUARTERLY","36","2","395-426","2012","JUN","Product Uncertainty;Information Signals;Price Premiums;Online Auction Markets;Ebay Motors","","Online markets pose a difficulty for evaluating products, particularly experience goods, such as used cars, that cannot be easily described online. This exacerbates product uncertainty, the buyer's difficulty in evaluating product characteristics, and predicting how a product will perform in the future. However, the IS literature has focused on seller uncertainty and ignored product uncertainty. To address this void, this study conceptualizes product uncertainty and examines its effects and antecedents in online markets for used cars (eBay Motors). Extending the information asymmetry literature from the seller to the product, we first theorize the nature and dimensions (description and performance) of product uncertainty. Second, we propose product uncertainty to be distinct from,,yet shaped by, seller uncertainty. Third, we conjecture product uncertainty to negatively affect price premiums in online markets beyond seller uncertainty. Fourth, based on the information signaling literature, we describe how information signals (diagnostic product descriptions and third-party product assurances) reduce product uncertainty. The structural model is validated by a unique dataset comprised of secondary transaction data from used cars on eBay Motors matched with primary data from 331 buyers who bid on these used cars. The results distinguish between product and seller uncertainty, show that product uncertainty has a stronger effect on price premiums than seller uncertainty, and identify the most influential information signals that reduce product uncertainty. The study's implications for the emerging role of product uncertainty in online markets are discussed."
1042,"THE CAREER PATHS LESS (OR MORE) TRAVELED: A SEQUENCE ANALYSIS OF IT CAREER HISTORIES, MOBILITY PATTERNS, AND CAREER SUCCESS","Joseph, Damien and Boh, Wai Fong and Ang, Soon and Slaughter, Sandra A.","MIS QUARTERLY","36","2","427-452","2012","JUN","Management Of It Human Resources;Longitudinal;Careers;Sequence Analysis;It Profession Boundaryless;Mobility","","This paper examines the objective career histories, mobility patterns, and career success of 500 individuals drawn from the National Longitudinal Survey of Youth (NLSY79), who had worked in the information technology workforce. Sequence analysis of career histories shows that careers of the IT workforce are more diverse than the traditional view of a dual IT career path (technical versus managerial). This study reveals a new career typology comprising three broad, distinct paths: IT careers; professional labor market (PLM) careers; and secondary labor market (SLM) careers. Of the 500 individuals in the IT workforce, 173 individuals pursued IT careers while the remaining 327 individuals left IT for other high-status non-IT professional jobs in PLM or lower-status, non-ITjobs in SLM careers. Findings from this study contribute to refining the concept of boundaryless careers. By tracing the diverse trajectories of career mobility, we enrich our understanding of how individuals construct boundaryless careers that span not only organizational hut also occupational boundaries. Career success did not differ in terms of average pay for individuals in IT and PLM careers. By contrast, individuals in SLM careers attained the lowest pay. We conclude this study with implications for future research and for the management of IT professionals' careers."
1043,"UNDERSTANDING USER REVISIONS WHEN USING INFORMATION SYSTEM FEATURES: ADAPTIVE SYSTEM USE AND TRIGGERS","Sun, Heshan","MIS QUARTERLY","36","2","453-478","2012","JUN","Post-Adoptive System Use;Adaptive System Use;Triggers;Features In Use;Formative Factor;Personal Innovativeness In It;Facilitating Conditions","","Post-adoptive system use is often characterized by cycles of adaptation, in which people actively revise how they use information systems. This paper investigates how and why individual users revise their system use at the feature level. A new concept, adaptive system use (ASU), is conceptualized as a user's revisions of which and how system features are used. This research identifies four specific ASU behaviors that collectively describe how people revise their use of system features. A model of ASU is developed based on Louis and Sutton's (1991) research on how people switch to active thinking from automatic thinking. The model specifies three antecedents of ASU (novel situations, discrepancies, and deliberate initiatives) and two moderators (personal innovativeness in IT and facilitating conditions). An empirical study of 253 Microsoft Office users largely supported the research model. The findings suggest that triggers-including novel situations, discrepancies, and deliberate initiatives are a significant impetus to ASU. This research also confirms moderating effects of personal innovativeness in IT: The findings also show the relationships among triggers: in addition to their direct impact on ASU, novel situations and deliberate initiatives exert their influence on ASU indirectly by giving rise to discrepancies in system use. Moreover, a cluster analysis identifies three heterogeneous triggering conditions and reveals that people engage in different ASU behaviors under different triggering conditions."
1044,"A COST-BASED DATABASE REQUEST DISTRIBUTION TECHNIQUE FOR ONLINE E-COMMERCE APPLICATIONS","VanderMeer, Debra and Dutta, Kaushik and Datta, Anindya","MIS QUARTERLY","36","2","479-507","2012","JUN","Database Clusters;Request Distribution;Task Allocation;Design Research","","E-commerce is growing to represent an increasing share of overall sales revenue, and online sales are expected to continue growing for the foreseeable future. This growth translates into increased activity on the supporting infrastructure, leading to a corresponding need to scale the infrastructure. This is difficult in an era of shrinking budgets and increasing functional requirements. Increasingly, IT managers are turning to virtualized cloud providers, drawn by the pay-for-use business model. As cloud computing becomes more popular, it is important jar data center managers to accomplish more with fewer dollars (i.e., to increase the utilization of existing resources). Advanced request distribution techniques can help ensure both high utilization and smart request distribution, where requests are sent to the service resources best able to handle them. While such request distribution techniques have been applied to the web and application layers of the traditional online application architecture, request distribution techniques for the data layer have focused primarily on online transaction processing scenarios. However, online applications often have a significant read-intensive workload, where read operations constitute a significant percentage of workloads (up to 95 percent or higher). In this paper, we propose a cost-based database request distribution (C-DBRD) strategy, a policy to distribute requests, across a cluster of commercial, off-the-shelf databases, and discuss its implementation. We first develop the intuition behind our approach, and describe a high-level architecture for database request distribution. We then develop a theoretical model for database load computation, which we use to design a method for database request distribution and build a software implementation. Finally, following a design science methodology, we evaluate our artifact:: through experimental evaluation. Our experiments, in the lab and in production-scale systems, show significant improvement of database layer resource utilization, demonstrating up to a 45 percent improvement over existing request distribution techniques."
1045,"EFFICIENCY OR INNOVATION: HOW DO INDUSTRY ENVIRONMENTS MODERATE THE EFFECTS OF FIRMS' IT ASSET PORTFOLIOS?","Xue, Ling and Ray, Gautam and Sambamurthy, Vallabh","MIS QUARTERLY","36","2","509-528","2012","JUN","Efficiency;Innovation;Exploitation;Exploration;It Asset Portfolio;It Value;Competitive Environment;Dynamism;Munificence;Complexity","","Firms invest in a variety of information technologies and seek to align their IT asset portfolios with two key performance outcomes: efficiency and innovation. Existing research makes the universalistic assumption that both outcomes will always be realized through firms' IT asset portfolios. There has been limited research on the conditions under which firms' IT asset portfolios should be oriented more toward efficiency or innovation. Here, we argue that the nature of the industry where a firm competes will have a significant moderating effect on the link between firms' IT asset portfolios and efficiency or innovation outcomes. Using panel data that covers a wide range of industry environments, we find that at lower levels of dynamism, munificence, and complexity. IT asset portfolios are associated with a greater increase in efficiency. In contrast, in environments with higher levels of complexity, IT asset portfolios are associated with a greater increase in innovation (i.e., development of new products and processes, and exploration of growth opportunities). These results provide insights about how firms could realize strategic alignment by tailoring their IT asset portfolios toward an efficiency or innovation focus."
1046,"TOWARD A NEW THEORY OF THE CONTRIBUTION OF THE IT FUNCTION IN ORGANIZATIONS","Guillemette, Manon G. and Pare, Guy","MIS QUARTERLY","36","2","529-551","2012","JUN","It Function;It Management Profile;It Contribution;Cio;Theory Building;Typological Theory;Field Study","","Because changes in organizations and information technology environments are enduring, the alignment of the IT function with business objectives must not only be understood, but constantly renewed and adjusted. This is amply reflected in recent surveys of CIOs, which consistently suggest that the notion of alignment is a top challenge and management priority. Many CIOs face a double challenge when addressing the issue of alignment: they must first clarify, top management's expectations and assumptions about IT, which may be contradictory, and then understand their implications for how the IT department should be managed (i.e., translate the function's strategic mission into an IT management model that adds value to the organization). The characterization of the IT function has constituted a central and growing subject of research in the information systems field. Although the extant literature has much to teach us, knowledge in this area is nevertheless fragmented and has not been properly integrated. In response to these limitations, this study proposes and tests a new theory of the contribution of the IT/function. Specifically, our objective is to offer an explanation of the contribution of the IT function in organizations with a typology of ideal profiles. A field study was conducted in 24 large Canadian companies in order to validate a set of research propositions. Our results first suggest that there are five distinct ideal IT management profiles in organizations and each of these profiles tends to focus on specific sources of value. Next, we observed that IT functions that are close to the ideal of any given profile seem to be outperforming those with hybrid profiles. Finally, our findings provide a compelling explanation as to how ideal IT management profiles are adopted in organizations. The article concludes with a discussion of the theoretical and practical implications of the proposed theory."
1047,"THE ASYMMETRIC BENEFITS OF RELATIONAL FLEXIBILITY: EVIDENCE FROM SOFTWARE DEVELOPMENT OUTSOURCING","Gopal, Anandasivam and Koka, Balaji R.","MIS QUARTERLY","36","2","553-575","2012","JUN","Relational Governance;Relational Flexibility;Formal Contracts;Software Development;Outsourcing;Exchange Hazards;Regression Analysis;Quality;Profitability","","In this paper, the interacting effect of formal contracts and relational governance on vendor profitability and quality in the software outsourcing industry are examined. We focus on a critical manifestation of relational governance the presence of relational flexibility in the exchange relationship and argue that the enacted observation of relational flexibility is driven by perceptions of exchange hazards. In a departure from extant literature, however, we propose that the benefits accruing from it are asymmetric and depend on how the exchange risks are apportioned by the formal contract. Formally, we hypothesize that relational flexibility provides greater benefits to an exchange partner that faces the greater proportion of risk in a project, induced through the contract. In addition, we hypothesize that these benefits manifest on the performance dimensions that are of importance to the risk-exposed partner. We test our hypotheses on 105 software projects completed by a software outsourcing vendor for multiple clients. The results show that relational,flexibility positively affects profitability in only fixed price contracts, where the vendor faces greater risk, while positively affecting quality only in time and materials contracts, where the client is at greater risk. We thus provide evidence for the asymmetric benefits from relational governance, thereby arguing for a more contingent and limited view of the value of relational governance, based on risk-exposure, rather than the more expansive view prevalent in the literature contending that relational governance provides benefits for all parties to an exchange. We conclude with a discussion of the research and managerial implications of our findings."
